ticket_external_ref,author_email,body,created_at
J-0734,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-07T15:40:46
J-0735,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0735,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-09T15:40:46
J-0736,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-15T15:40:46
J-0736,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-23T15:40:46
J-0737,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-22T15:40:46
J-0738,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-18T15:40:46
J-0738,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-21T15:40:46
J-0739,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-29T15:40:46
J-0740,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-23T15:40:46
J-0741,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-04T15:40:46
J-0742,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-19T15:40:46
J-0742,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-29T15:40:46
J-0742,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-27T15:40:46
J-0743,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-17T15:40:46
J-0743,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-30T15:40:46
J-0743,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-20T15:40:46
J-0744,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-31T15:40:46
J-0744,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-05T15:40:46
J-0745,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-24T15:40:46
J-0745,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-16T15:40:46
J-0745,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-22T15:40:46
J-0746,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-19T15:40:46
J-0746,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-11T15:40:46
J-0747,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-06T15:40:46
J-0747,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-13T15:40:46
J-0747,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-18T15:40:46
J-0748,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-29T15:40:46
J-0748,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-09T15:40:46
J-0749,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-31T15:40:46
J-0749,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0750,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-30T15:40:46
J-0750,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-24T15:40:46
J-0750,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0751,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-01T15:40:46
J-0751,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-22T15:40:46
J-0751,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-01T15:40:46
J-0752,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-12T15:40:46
J-0753,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-17T15:40:46
J-0753,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-17T15:40:46
J-0753,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-26T15:40:46
J-0754,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-17T15:40:46
J-0754,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-11T15:40:46
J-0755,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-15T15:40:46
J-0756,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-27T15:40:46
J-0756,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-03T15:40:46
J-0757,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-06T15:40:46
J-0757,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0758,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-24T15:40:46
J-0758,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-20T15:40:46
J-0759,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-18T15:40:46
J-0759,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-30T15:40:46
J-0760,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-05T15:40:46
J-0760,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-22T15:40:46
J-0761,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-24T15:40:46
J-0761,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-22T15:40:46
J-0762,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-27T15:40:46
J-0762,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-07T15:40:46
J-0762,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-31T15:40:46
J-0763,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-17T15:40:46
J-0763,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-21T15:40:46
J-0763,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-12T15:40:46
J-0764,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-16T15:40:46
J-0764,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-26T15:40:46
J-0765,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0766,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-22T15:40:46
J-0766,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-18T15:40:46
J-0766,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-04T15:40:46
J-0767,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-24T15:40:46
J-0768,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-06T15:40:46
J-0769,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-17T15:40:46
J-0770,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-25T15:40:46
J-0770,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-08T15:40:46
J-0771,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-04T15:40:46
J-0771,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-08T15:40:46
J-0772,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-08T15:40:46
J-0772,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-19T15:40:46
J-0773,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-28T15:40:46
J-0774,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-15T15:40:46
J-0774,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-21T15:40:46
J-0775,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-13T15:40:46
J-0775,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-31T15:40:46
J-0775,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-31T15:40:46
J-0776,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-30T15:40:46
J-0776,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-18T15:40:46
J-0777,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-20T15:40:46
J-0777,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-02T15:40:46
J-0777,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-14T15:40:46
J-0778,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-09T15:40:46
J-0778,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-20T15:40:46
J-0779,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-29T15:40:46
J-0780,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0780,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-18T15:40:46
J-0780,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-26T15:40:46
J-0781,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-19T15:40:46
J-0781,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-17T15:40:46
J-0782,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-02T15:40:46
J-0782,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-25T15:40:46
J-0783,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-14T15:40:46
J-0784,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0785,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-01T15:40:46
J-0786,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-10T15:40:46
J-0786,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-27T15:40:46
J-0787,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-15T15:40:46
J-0787,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-19T15:40:46
J-0787,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-01T15:40:46
J-0788,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-17T15:40:46
J-0789,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0789,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-06T15:40:46
J-0790,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-25T15:40:46
J-0790,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-30T15:40:46
J-0790,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-24T15:40:46
J-0791,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-23T15:40:46
J-0792,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-01T15:40:46
J-0792,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-26T15:40:46
J-0792,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-01T15:40:46
J-0793,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-12T15:40:46
J-0793,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-20T15:40:46
J-0793,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-18T15:40:46
J-0794,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-07T15:40:46
J-0794,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-28T15:40:46
J-0794,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-18T15:40:46
J-0795,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-18T15:40:46
J-0795,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-20T15:40:46
J-0796,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-08T15:40:46
J-0797,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-21T15:40:46
J-0798,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-29T15:40:46
J-0799,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0799,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-29T15:40:46
J-0800,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-24T15:40:46
J-0801,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-24T15:40:46
J-0802,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-04T15:40:46
J-0803,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-11T15:40:46
J-0804,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-05T15:40:46
J-0804,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-30T15:40:46
J-0804,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0805,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-17T15:40:46
J-0806,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-06T15:40:46
J-0806,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0806,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-25T15:40:46
J-0807,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-05T15:40:46
J-0808,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-05T15:40:46
J-0808,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-24T15:40:46
J-0809,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-13T15:40:46
J-0809,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-30T15:40:46
J-0809,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-28T15:40:46
J-0810,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0810,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-06T15:40:46
J-0811,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-04T15:40:46
J-0811,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0811,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-24T15:40:46
J-0812,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-13T15:40:46
J-0812,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-07T15:40:46
J-0813,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-27T15:40:46
J-0813,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-28T15:40:46
J-0814,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-01T15:40:46
J-0814,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-21T15:40:46
J-0814,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-30T15:40:46
J-0815,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-30T15:40:46
J-0815,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-29T15:40:46
J-0815,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-06T15:40:46
J-0816,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-09T15:40:46
J-0816,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-25T15:40:46
J-0816,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-05T15:40:46
J-0817,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-16T15:40:46
J-0818,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-12T15:40:46
J-0818,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-19T15:40:46
J-0819,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-22T15:40:46
J-0819,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-09T15:40:46
J-0819,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-17T15:40:46
J-0820,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-15T15:40:46
J-0820,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-20T15:40:46
J-0820,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-21T15:40:46
J-0821,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-26T15:40:46
J-0821,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-13T15:40:46
J-0821,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-23T15:40:46
J-0822,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-23T15:40:46
J-0822,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-12T15:40:46
J-0822,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-13T15:40:46
J-0823,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0824,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-02T15:40:46
J-0824,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0824,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-30T15:40:46
J-0825,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-29T15:40:46
J-0825,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-10T15:40:46
J-0826,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-22T15:40:46
J-0827,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-29T15:40:46
J-0827,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-30T15:40:46
J-0828,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-26T15:40:46
J-0829,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-24T15:40:46
J-0829,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-17T15:40:46
J-0829,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-01T15:40:46
J-0830,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-25T15:40:46
J-0830,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-02T15:40:46
J-0830,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-25T15:40:46
J-0831,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-25T15:40:46
J-0831,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-06T15:40:46
J-0832,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-09T15:40:46
J-0832,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-01T15:40:46
J-0833,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-20T15:40:46
J-0833,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-29T15:40:46
J-0834,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-08T15:40:46
J-0835,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-19T15:40:46
J-0835,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-27T15:40:46
J-0835,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-12T15:40:46
J-0836,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-30T15:40:46
J-0836,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-03T15:40:46
J-0837,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-06T15:40:46
J-0837,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-04T15:40:46
J-0838,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-16T15:40:46
J-0838,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-10T15:40:46
J-0838,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-03T15:40:46
J-0839,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-13T15:40:46
J-0839,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-01T15:40:46
J-0840,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0840,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-19T15:40:46
J-0841,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-26T15:40:46
J-0841,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-08T15:40:46
J-0842,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-28T15:40:46
J-0843,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-20T15:40:46
J-0843,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-22T15:40:46
J-0844,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-12T15:40:46
J-0845,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-08T15:40:46
J-0845,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-19T15:40:46
J-0846,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-29T15:40:46
J-0847,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-23T15:40:46
J-0847,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-05T15:40:46
J-0847,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-19T15:40:46
J-0848,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-04T15:40:46
J-0849,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-05T15:40:46
J-0850,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-27T15:40:46
J-0851,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-26T15:40:46
J-0851,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-12T15:40:46
J-0852,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-31T15:40:46
J-0852,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-19T15:40:46
J-0852,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-05T15:40:46
J-0853,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-06T15:40:46
J-0854,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-14T15:40:46
J-0854,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-13T15:40:46
J-0855,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-28T15:40:46
J-0856,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-12T15:40:46
J-0857,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-02T15:40:46
J-0857,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-27T15:40:46
J-0857,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-21T15:40:46
J-0858,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-12T15:40:46
J-0858,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-30T15:40:46
J-0859,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-07T15:40:46
J-0859,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-01T15:40:46
J-0860,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-15T15:40:46
J-0861,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-07T15:40:46
J-0862,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-28T15:40:46
J-0862,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-07T15:40:46
J-0863,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-23T15:40:46
